3/5/2022, 9:40:10 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:04:32 PM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:06:29 PM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:06:41 PM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:07:32 PM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:12:42 PM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:13:06 PM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:14:45 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:27:54 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:39:57 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:43:19 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:47:21 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:47:44 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/5/2022, 11:58:13 PM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:00:34 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:07:26 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:08:05 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:08:17 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:08:51 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:10:28 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:10:41 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:27:26 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:27:42 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:27:55 AM | INFO | Update User :  | data "Yassin Kattan Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:29:48 AM | INFO | Update User :  | data "Yassin Kattan Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:35:49 AM | INFO | Update User :  | data "YASSIN KATTAN  Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:36:14 AM | INFO | Update User :  | data "YASSIN KATTAN   Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:38:15 AM | ERROR | Update User :  | data "Error MSG : Cannot read property 'path' of undefined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 12:38:24 AM | INFO | Update User :  | data "YASSIN KATTAN    Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:38:52 AM | INFO | Update User :  | data "YASSIN KATTAN     Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:41:15 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:49:05 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:49:37 AM | ERROR | Logout :  | data "Error MSG : Cannot read property 'destroy' of undefined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 12:50:11 AM | ERROR | Authentication :  | data "Access Rejected | IP : ::ffff:127.0.0.1" | 
3/6/2022, 12:50:12 AM | ERROR | Authentication :  | data "Error MSG : jwt must be provided | IP : ::ffff:127.0.0.1" | 
3/6/2022, 12:50:26 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:57:26 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:57:32 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:58:32 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 12:59:43 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:05:16 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:18:31 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:18:50 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:21:11 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:42:15 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:46:00 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:46:32 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:53:14 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 1:53:41 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 2:04:17 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 2:21:46 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 2:28:46 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 2:36:47 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 2:45:22 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 2:48:25 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 3:18:22 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 3:24:39 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 3:24:49 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 3:29:05 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 3:34:08 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 3:34:16 AM | ERROR | Authentication :  | data "Access Rejected | IP : ::ffff:127.0.0.1" | 
3/6/2022, 3:34:16 AM | ERROR | Authentication :  | data "Error MSG : jwt must be provided | IP : ::ffff:127.0.0.1" | 
3/6/2022, 3:34:23 AM | INFO | Login :  | data "Login yas@gmail.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 9:15:59 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 9:17:26 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 9:19:50 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:22:14 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:22:32 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:30:14 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:33:54 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:34:51 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:40:30 AM | ERROR | Signup :  | data "Error MSG : password is not defined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:41:42 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:42:54 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:44:48 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:45:06 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:45:30 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:46:46 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:48:43 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, string | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:49:17 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, string | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:49:43 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:51:13 AM | ERROR | Signup :  | data "Error MSG : Cannot read property 'toLowerCase' of undefined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:53:04 AM | ERROR | Signup :  | data "Error MSG : Cannot read property 'toLowerCase' of undefined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:53:17 AM | ERROR | Signup :  | data "Error MSG : Cannot read property 'ToLowerCase' of undefined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:53:54 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:55:07 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:55:33 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:56:56 AM | ERROR | Signup :  | data "Error MSG : userExit is not defined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 9:57:44 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:00:03 AM | ERROR | Signup :  | data "Error MSG : eq is not defined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:00:26 AM | ERROR | Signup :  | data "Error MSG : Cannot read property 'toLowerCase' of undefined | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:01:02 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: undefined, number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:02:06 AM | ERROR | Signup :  | data "Error MSG : Illegal hash length: 2 != 60 | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:02:43 AM | ERROR | Signup :  | data "Error MSG : Illegal hash length: 2 != 60 | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:02:55 AM | ERROR | Signup :  | data "Error MSG : Illegal hash length: 2 != 60 | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:03:05 AM | ERROR | Signup :  | data "Error MSG : Illegal hash length: 2 != 60 | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:03:35 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:03:40 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:05:06 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:05:58 AM | ERROR | Signup :  | data "User is exist | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:06:46 AM | ERROR | Signup :  | data "User is exist | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:09:04 AM | ERROR | Signup :  | data "Error MSG : Illegal arguments: number | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:09:53 AM | ERROR | Signup :  | data "User is exist | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:10:09 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:11:39 AM | ERROR | Signup :  | data "User is exist | IP : ::ffff:127.0.0.1" | 
3/6/2022, 10:11:54 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:12:35 AM | INFO | Update User :  | data "Administrator   Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:17:41 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:18:52 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:24:54 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:25:44 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:29:04 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:29:14 AM | INFO | Login :  | data "Login admin@admin.com | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:31:27 AM | INFO | Update User :  | data "ADMINISTRATOR     Updated | IP: ::ffff:127.0.0.1" | 
3/6/2022, 10:34:50 AM | INFO | Update User :  | data "ADMINISTRATOR       Updated | IP: ::ffff:127.0.0.1" | 
